timestamp,node_id,cpu_usage_percent,memory_usage_percent,network_latency_ms,disk_io_mbps,error_rate,avg_response_time_ms,pod_restarts,cpu_throttling_percent,failure
2025-02-22 17:58:22.770458,node-6,42.17,26.2,8.74,60.0,0.0521,36.41,0.0,23.77,0
2025-02-22 18:13:22.770458,node-1,41.11,61.4,13.56,61.41,-4.7,47.47,2.0,0.0,0
2025-02-22 18:28:22.770458,node-7,37.16,61.08,26.84,50.07,-4.7,28.35,2.0,43.65,0
2025-02-22 18:43:22.770458,node-3,49.03,65.0,2.87,34.62,-4.7,65.68,0.0,9.37,0
2025-02-22 18:58:22.770458,node-9,27.39,31.6,25.49,28.88,-4.7,26.78,1.0,11.56,0
2025-02-22 19:13:22.770458,node-8,31.97,49.95,8.57,29.57,0.0864,71.92,1.0,3.19,0
2025-02-22 19:28:22.770458,node-8,45.29,33.29,3.64,60.0,0.2503,66.16,0.0,28.17,0
2025-02-22 19:43:22.770458,node-4,49.21,46.93,23.86,21.65,0.071,49.2,-2.7,12.79,0
2025-02-22 19:58:22.770458,node-9,38.95,29.19,15.24,39.77,0.1121,17.06,1.0,0.0,0
2025-02-22 20:13:22.770458,node-9,36.94,53.2,25.15,21.07,0.1637,56.1,1.0,41.11,0
2025-02-22 20:28:22.770458,node-6,35.26,60.45,2.26,29.26,-4.7,31.86,2.0,0.0,0
2025-02-22 20:43:22.770458,node-10,20.72,47.13,10.51,26.05,0.0,44.95,0.0,29.93,0
2025-02-22 20:58:22.770458,node-2,49.2,37.39,18.91,32.79,0.0607,30.99,1.0,45.0,0
2025-02-22 21:13:22.770458,node-2,29.0,48.61,26.86,45.46,0.0,36.46,1.0,0.0,0
2025-02-22 21:28:22.770458,node-4,60.68,31.48,23.2,7.78,0.1874,35.51,1.0,32.77,0
2025-02-22 21:43:22.770458,node-7,44.11,65.0,18.03,6.08,0.1087,50.27,0.0,16.5,0
2025-02-22 21:58:22.770458,node-6,35.77,62.36,17.94,39.9,0.0873,88.08,2.0,15.99,0
2025-02-22 22:13:22.770458,node-9,20.46,35.39,5.53,28.73,0.1446,20.24,0.0,29.22,0
2025-02-22 22:28:22.770458,node-2,25.94,48.42,5.64,27.37,0.1346,64.02,1.0,35.86,0
2025-02-22 22:43:22.770458,node-4,55.76,43.83,7.98,50.57,0.0026,54.93,0.0,20.25,0
2025-02-22 22:58:22.770458,node-3,30.45,50.58,22.8,5.47,-4.7,75.76,1.0,18.42,0
2025-02-22 23:13:22.770458,node-7,43.96,32.74,4.63,37.22,0.1529,22.78,-3.0,8.82,0
2025-02-22 23:28:22.770458,node-1,71.2,32.16,2.35,55.26,0.098,69.42,-3.0,41.62,0
2025-02-22 23:43:22.770458,node-5,51.88,49.04,14.74,33.21,0.1241,72.63,0.0,33.24,0
2025-02-22 23:58:22.770458,node-2,43.69,29.71,2.0,25.09,0.0215,64.64,0.0,13.01,0
2025-02-23 00:13:22.770458,node-4,79.84,81.45,48.12,94.5,0.63,369.17,5.0,71.26,1
2025-02-23 00:28:22.770458,node-7,81.88,100.0,115.97,85.99,5.3,146.76,4.0,69.06,1
2025-02-23 00:43:22.770458,node-5,39.57,36.48,8.64,18.12,0.1514,29.97,1.0,14.32,0
2025-02-23 00:58:22.770458,node-1,47.84,40.48,7.19,23.46,0.2227,75.82,0.0,19.65,0
2025-02-23 01:13:22.770458,node-6,30.53,24.1,7.35,26.75,0.1902,53.88,-3.0,7.19,0
2025-02-23 01:28:22.770458,node-8,20.76,55.27,26.33,10.38,-4.7,92.02,1.0,6.99,0
2025-02-23 01:43:22.770458,node-7,20.57,47.86,8.03,47.36,0.0676,39.52,-3.0,20.58,0
2025-02-23 01:58:22.770458,node-4,37.58,56.65,17.89,27.96,-4.7,66.88,-3.0,30.25,0
2025-02-23 02:13:22.770458,node-9,28.43,42.69,9.5,42.82,-4.7,40.12,0.0,14.11,0
2025-02-23 02:28:22.770458,node-7,51.35,43.41,21.35,23.94,0.1849,41.87,1.0,45.0,0
2025-02-23 02:43:22.770458,node-5,75.0,47.48,13.72,38.68,0.0,60.39,0.0,27.31,0
2025-02-23 02:58:22.770458,node-2,40.56,50.39,32.94,40.46,0.1184,46.18,0.0,31.45,0
2025-02-23 03:13:22.770458,node-2,19.68,60.94,8.56,23.66,0.2011,37.17,0.0,23.34,0
2025-02-23 03:28:22.770458,node-8,50.4,54.68,17.6,27.71,-4.7,20.07,1.0,44.89,0
2025-02-23 03:43:22.770458,node-3,25.01,50.74,19.99,22.31,0.2022,66.53,-3.0,21.05,0
2025-02-23 03:58:22.770458,node-2,18.77,59.83,32.63,55.61,-4.7,18.83,0.0,2.42,0
2025-02-23 04:13:22.770458,node-8,43.34,48.35,7.29,16.22,0.2261,58.08,1.0,12.67,0
2025-02-23 04:28:22.770458,node-8,90.39,96.2,87.07,100.0,5.3,163.77,8.0,78.65,1
2025-02-23 04:43:22.770458,node-10,47.63,49.15,14.02,33.42,0.3,50.61,2.0,5.74,0
2025-02-23 04:58:22.770458,node-5,45.81,52.86,21.91,5.73,0.1326,78.06,1.0,0.0,0
2025-02-23 05:13:22.770458,node-4,19.84,65.04,20.56,31.39,0.0189,73.27,1.0,46.77,0
2025-02-23 05:28:22.770458,node-4,39.17,67.87,23.94,5.0,0.0,59.05,0.0,7.55,0
2025-02-23 05:43:22.770458,node-9,88.59,85.08,127.64,98.81,0.5379,396.74,8.0,65.94,1
2025-02-23 05:58:22.770458,node-9,56.5,45.27,30.09,17.55,0.0,39.54,1.0,9.48,0
2025-02-23 06:13:22.770458,node-9,46.9,55.17,8.04,65.0,0.0961,59.87,-3.0,24.28,0
2025-02-23 06:28:22.770458,node-5,96.68,83.37,112.43,70.0,1.0,155.0,8.0,87.33,1
2025-02-23 06:43:22.770458,node-8,34.38,38.0,8.83,17.86,0.1645,58.05,2.0,20.18,0
2025-02-23 06:58:22.770458,node-4,35.91,46.04,14.5,37.53,0.1484,59.24,0.0,18.52,0
2025-02-23 07:13:22.770458,node-8,67.95,27.05,22.58,44.52,-4.7,34.7,1.0,0.0,0
2025-02-23 07:28:22.770458,node-5,90.82,80.0,64.18,89.33,0.6072,224.79,3.0,71.44,1
2025-02-23 07:43:22.770458,node-1,64.04,34.94,10.63,58.42,0.0108,38.37,1.0,27.67,0
2025-02-23 07:58:22.770458,node-4,33.3,17.93,21.05,5.0,0.0998,76.37,0.0,53.88,0
2025-02-23 08:13:22.770458,node-4,31.57,62.26,8.83,13.68,0.072,56.98,1.0,39.91,0
2025-02-23 08:28:22.770458,node-3,37.35,56.93,26.82,15.71,-4.7,86.07,3.0,36.15,0
2025-02-23 08:43:22.770458,node-10,14.65,46.6,20.42,5.0,-4.7,50.69,0.0,16.24,0
2025-02-23 08:58:22.770458,node-1,89.6,94.11,95.76,90.26,0.4248,141.85,5.0,100.0,1
2025-02-23 09:13:22.770458,node-1,67.68,47.17,23.89,5.6,-4.7,28.91,1.0,18.56,0
2025-02-23 09:28:22.770458,node-10,26.83,55.25,25.63,13.94,0.1624,43.21,1.0,35.31,0
2025-02-23 09:43:22.770458,node-10,28.14,48.81,15.75,6.38,0.1948,31.79,-3.0,16.59,0
2025-02-23 09:58:22.770458,node-3,32.84,31.44,11.18,23.81,0.1578,85.09,1.0,30.58,0
2025-02-23 10:13:22.770458,node-8,57.99,42.95,8.52,57.97,0.139,37.96,-3.0,25.5,0
2025-02-23 10:28:22.770458,node-7,34.39,75.0,16.98,20.28,0.0212,70.05,-3.0,0.0,0
2025-02-23 10:43:22.770458,node-2,22.76,75.0,14.11,45.95,-4.7,46.65,1.0,5.87,0
2025-02-23 10:58:22.770458,node-9,36.79,53.51,10.07,16.8,-4.7,25.15,0.0,13.47,0
2025-02-23 11:13:22.770458,node-9,14.88,63.07,9.55,24.29,0.1346,58.05,-3.0,32.89,0
2025-02-23 11:28:22.770458,node-10,25.65,63.02,5.28,35.19,-4.7,40.64,0.0,16.67,0
2025-02-23 11:43:22.770458,node-9,69.78,28.16,11.03,57.32,-4.7,53.33,1.0,23.35,0
2025-02-23 11:58:22.770458,node-9,25.32,42.81,18.85,32.95,0.0337,68.67,0.0,20.57,0
2025-02-23 12:13:22.770458,node-5,46.95,21.84,17.51,30.21,0.0871,72.6,0.0,18.53,0
2025-02-23 12:28:22.770458,node-10,80.0,92.7,83.4,98.09,0.5824,235.01,6.0,81.2,1
2025-02-23 12:43:22.770458,node-6,57.48,72.97,22.62,32.63,0.1342,75.25,-3.0,37.66,0
2025-02-23 12:58:22.770458,node-7,46.32,37.93,15.92,14.72,0.1397,52.07,-3.0,15.01,0
2025-02-23 13:13:22.770458,node-4,21.06,38.8,7.28,41.33,0.0,77.41,1.0,24.35,0
2025-02-23 13:28:22.770458,node-9,44.78,42.74,18.68,41.54,0.0582,57.45,0.0,29.61,0
2025-02-23 13:43:22.770458,node-8,45.44,40.88,16.92,25.35,0.0616,85.31,0.0,38.36,0
2025-02-23 13:58:22.770458,node-9,41.8,30.97,7.5,26.58,0.0538,53.53,-3.0,53.41,0
2025-02-23 14:13:22.770458,node-4,36.87,38.73,17.44,16.23,0.1973,20.34,2.0,27.99,0
2025-02-23 14:28:22.770458,node-9,18.06,53.85,2.0,26.84,0.2281,72.48,0.0,24.51,0
2025-02-23 14:43:22.770458,node-7,39.45,29.29,20.09,16.32,-4.7,64.07,-3.0,55.0,0
2025-02-23 14:58:22.770458,node-5,34.86,47.14,24.32,59.02,-4.7,53.84,1.0,26.16,0
2025-02-23 15:13:22.770458,node-10,21.89,54.07,12.23,22.26,-4.7,49.57,-3.0,29.63,0
2025-02-23 15:28:22.770458,node-7,50.87,38.41,2.0,43.05,-4.7,37.67,2.0,25.81,0
2025-02-23 15:43:22.770458,node-2,63.4,62.25,7.86,34.07,0.1281,10.86,-3.0,24.42,0
2025-02-23 15:58:22.770458,node-7,35.58,58.25,6.85,33.52,-4.7,63.15,1.0,32.4,0
2025-02-23 16:13:22.770458,node-7,61.52,38.31,18.35,60.28,0.2481,10.0,-3.0,14.7,0
2025-02-23 16:28:22.770458,node-5,47.98,42.19,15.03,25.9,0.0,24.52,0.0,18.36,0
2025-02-23 16:43:22.770458,node-8,48.68,56.67,16.34,34.87,0.2023,95.0,-3.0,32.84,0
2025-02-23 16:58:22.770458,node-8,23.66,46.9,20.21,5.18,0.1433,22.25,1.0,18.94,0
2025-02-23 17:13:22.770458,node-9,57.62,42.66,24.72,15.29,0.0,51.96,1.0,41.24,0
2025-02-23 17:28:22.770458,node-5,35.73,23.04,27.51,29.72,0.1287,42.23,1.0,35.3,0
2025-02-23 17:43:22.770458,node-4,14.77,44.14,23.65,32.26,0.1646,79.04,1.0,28.52,0
2025-02-23 17:58:22.770458,node-9,34.6,39.03,13.59,10.21,0.0301,67.61,-3.0,35.27,0
2025-02-23 18:13:22.770458,node-3,59.7,49.0,16.79,38.79,0.0784,42.38,0.0,19.12,0
2025-02-23 18:28:22.770458,node-7,48.86,23.27,20.25,46.16,0.109,58.55,-3.0,24.99,0
2025-02-23 18:43:22.770458,node-8,32.18,46.55,15.56,49.39,0.1312,33.98,1.0,0.0,0
2025-02-23 18:58:22.770458,node-6,66.49,40.3,7.5,7.12,-4.7,44.0,1.0,45.0,0
2025-02-23 19:13:22.770458,node-9,36.8,52.85,15.9,39.1,0.0,54.45,2.0,14.25,0
2025-02-23 19:28:22.770458,node-1,90.56,85.75,63.57,94.13,0.6948,219.15,4.0,66.35,1
2025-02-23 19:43:22.770458,node-6,49.83,42.75,9.44,43.26,0.0797,10.0,0.0,4.31,0
2025-02-23 19:58:22.770458,node-1,75.0,75.0,18.31,45.19,0.1117,65.13,-3.0,28.5,0
2025-02-23 20:13:22.770458,node-1,21.65,39.83,14.69,37.82,0.0,64.3,0.0,24.36,0
2025-02-23 20:28:22.770458,node-8,32.26,51.52,4.84,45.17,0.0088,55.77,0.0,32.85,0
2025-02-23 20:43:22.770458,node-3,26.26,22.2,4.93,9.37,0.1322,62.84,1.0,0.0,0
2025-02-23 20:58:22.770458,node-7,54.94,58.78,8.48,30.26,-4.7,43.23,1.0,11.08,0
2025-02-23 21:13:22.770458,node-2,33.96,37.54,13.04,19.48,0.0199,17.03,1.0,22.13,0
2025-02-23 21:28:22.770458,node-7,68.77,24.87,2.0,9.75,0.0764,54.47,-3.0,22.4,0
2025-02-23 21:43:22.770458,node-2,40.25,75.0,15.64,41.86,0.092,66.2,1.0,52.83,0
2025-02-23 21:58:22.770458,node-10,22.11,47.41,12.76,32.13,0.0,45.69,1.0,3.24,0
2025-02-23 22:13:22.770458,node-3,53.07,64.36,21.23,22.46,0.0181,69.57,1.0,41.27,0
2025-02-23 22:28:22.770458,node-4,32.19,51.67,18.15,5.0,-4.7,68.95,1.0,21.36,0
2025-02-23 22:43:22.770458,node-8,48.73,48.96,5.21,16.31,0.2095,23.54,0.0,18.4,0
2025-02-23 22:58:22.770458,node-4,34.99,57.88,16.17,30.94,-4.7,52.02,-3.0,45.0,0
2025-02-23 23:13:22.770458,node-6,36.08,31.48,7.14,38.46,0.0,44.67,1.0,4.94,0
2025-02-23 23:28:22.770458,node-5,48.48,22.68,11.18,14.24,0.2183,77.44,0.0,0.0,0
2025-02-23 23:43:22.770458,node-9,52.08,51.33,21.77,13.37,-4.7,41.75,1.0,2.65,0
2025-02-23 23:58:22.770458,node-2,60.58,37.74,14.65,26.21,0.2045,41.15,0.0,11.82,0
2025-02-24 00:13:22.770458,node-3,54.96,59.62,13.8,54.0,0.2194,25.03,2.0,22.73,0
2025-02-24 00:28:22.770458,node-7,67.43,63.24,27.4,39.43,0.0958,49.84,0.0,4.36,0
2025-02-24 00:43:22.770458,node-9,14.9,72.16,15.2,14.71,0.0836,10.0,1.0,12.38,0
2025-02-24 00:58:22.770458,node-6,28.43,33.68,4.55,5.01,-4.7,69.93,0.0,0.0,0
2025-02-24 01:13:22.770458,node-1,63.0,41.1,20.21,35.22,0.1881,92.41,-3.0,11.24,0
2025-02-24 01:28:22.770458,node-6,39.81,56.74,6.62,40.86,0.1662,36.16,2.0,0.0,0
2025-02-24 01:43:22.770458,node-4,60.78,39.18,23.65,35.1,-4.7,42.32,0.0,0.0,0
2025-02-24 01:58:22.770458,node-10,17.06,41.1,2.0,55.69,-4.7,57.93,-3.0,28.39,0
2025-02-24 02:13:22.770458,node-2,64.83,28.13,16.88,34.6,0.075,90.5,1.0,55.0,0
2025-02-24 02:28:22.770458,node-2,66.94,36.1,6.04,51.56,0.2151,95.0,0.0,29.9,0
2025-02-24 02:43:22.770458,node-10,60.72,32.55,8.3,34.84,0.2034,34.97,2.0,19.28,0
2025-02-24 02:58:22.770458,node-1,32.96,69.31,19.69,18.91,0.2333,10.0,0.0,21.42,0
2025-02-24 03:13:22.770458,node-9,25.45,56.21,7.71,41.0,0.0,70.91,2.0,7.6,0
2025-02-24 03:28:22.770458,node-2,88.16,80.0,139.5,79.18,0.7619,286.99,5.0,72.54,1
2025-02-24 03:43:22.770458,node-6,53.39,58.46,25.78,30.94,0.1554,25.3,1.0,4.82,0
2025-02-24 03:58:22.770458,node-4,58.84,37.56,11.59,9.4,0.0391,44.39,-3.0,32.39,0
2025-02-24 04:13:22.770458,node-9,53.47,59.43,29.21,28.28,0.0,35.3,1.0,38.26,0
2025-02-24 04:28:22.770458,node-8,82.11,93.34,87.77,75.07,5.3,205.99,5.0,86.29,1
2025-02-24 04:43:22.770458,node-5,32.27,42.53,2.0,23.85,0.0282,42.46,0.0,38.86,0
2025-02-24 04:58:22.770458,node-9,52.97,28.58,25.02,37.89,0.1384,83.6,1.0,9.92,0
2025-02-24 05:13:22.770458,node-7,53.62,31.9,24.53,13.01,-4.7,59.99,1.0,31.45,0
2025-02-24 05:28:22.770458,node-2,26.42,34.29,13.24,46.5,0.2168,44.19,1.0,10.23,0
2025-02-24 05:43:22.770458,node-2,40.72,38.17,4.26,54.02,0.123,84.56,0.0,28.3,0
2025-02-24 05:58:22.770458,node-3,29.52,16.33,23.96,31.69,0.1701,83.15,0.0,0.82,0
2025-02-24 06:13:22.770458,node-7,54.49,43.78,24.05,20.23,0.1262,41.38,2.0,34.4,0
2025-02-24 06:28:22.770458,node-1,85.1,82.48,40.0,73.95,0.5266,211.02,8.0,73.26,1
2025-02-24 06:43:22.770458,node-5,26.21,63.75,17.61,36.18,0.0346,50.8,0.0,29.29,0
2025-02-24 06:58:22.770458,node-7,43.52,27.04,17.6,5.41,-4.7,51.65,0.0,31.33,0
2025-02-24 07:13:22.770458,node-3,48.33,23.53,2.59,36.14,0.1744,48.56,1.0,11.18,0
2025-02-24 07:28:22.770458,node-1,84.54,77.84,144.46,84.94,0.5389,258.81,3.0,96.54,1
2025-02-24 07:43:22.770458,node-5,55.87,29.6,12.64,23.36,-4.7,91.7,0.0,24.69,0
2025-02-24 07:58:22.770458,node-6,54.62,53.22,4.23,35.31,0.0752,86.64,0.0,21.12,0
2025-02-24 08:13:22.770458,node-1,28.33,41.8,14.25,49.77,0.1255,27.39,1.0,16.63,0
2025-02-24 08:28:22.770458,node-8,43.86,45.94,27.66,52.16,0.1278,83.14,1.0,16.45,0
2025-02-24 08:43:22.770458,node-5,18.78,60.81,18.52,7.6,0.0488,70.95,2.0,9.11,0
2025-02-24 08:58:22.770458,node-7,28.87,46.7,15.32,37.28,-4.7,50.55,1.0,25.66,0
2025-02-24 09:13:22.770458,node-5,38.33,75.0,14.92,33.42,0.2445,85.76,-3.0,55.0,0
2025-02-24 09:28:22.770458,node-2,38.72,39.25,27.8,15.95,0.1936,67.27,-3.0,2.71,0
2025-02-24 09:43:22.770458,node-1,39.43,46.28,15.24,30.27,0.0817,26.16,1.0,22.71,0
2025-02-24 09:58:22.770458,node-4,23.11,34.98,9.74,5.0,0.0795,61.96,0.0,46.83,0
2025-02-24 10:13:22.770458,node-4,8.28,41.97,3.11,15.54,0.0762,25.9,1.0,33.35,0
2025-02-24 10:28:22.770458,node-3,39.65,65.0,13.32,65.0,0.1008,33.63,0.0,38.33,0
2025-02-24 10:43:22.770458,node-2,38.95,14.48,21.91,28.04,0.0058,59.05,0.0,29.7,0
2025-02-24 10:58:22.770458,node-4,27.14,47.12,17.55,30.18,-4.7,44.0,1.0,24.25,0
2025-02-24 11:13:22.770458,node-10,63.11,50.56,3.07,54.0,-4.7,85.5,1.0,33.28,0
2025-02-24 11:28:22.770458,node-1,38.05,59.85,23.79,39.63,0.057,44.14,0.0,3.16,0
2025-02-24 11:43:22.770458,node-2,15.82,34.12,9.12,34.33,0.1867,85.5,-3.0,45.32,0
2025-02-24 11:58:22.770458,node-8,57.58,33.13,25.18,37.82,-4.7,27.82,0.0,29.88,0
2025-02-24 12:13:22.770458,node-8,28.47,26.91,10.81,36.18,0.1129,50.75,0.0,45.0,0
2025-02-24 12:28:22.770458,node-9,30.84,37.07,20.22,33.29,0.0349,50.02,0.0,3.04,0
2025-02-24 12:43:22.770458,node-9,61.83,53.76,20.54,28.21,-4.7,10.0,1.0,28.76,0
2025-02-24 12:58:22.770458,node-1,31.21,51.74,20.2,49.27,-4.7,79.56,1.0,2.04,0
2025-02-24 13:13:22.770458,node-6,70.0,64.96,15.46,57.33,-4.7,66.15,1.0,3.45,0
